Sensors in this area:
Sensor1 (lat:44, long:-0.3) ()
Sensor2 (lat:44, long:0.4) ()
Sensor11 (lat:44.4, long:-0.3) ()
Sensor12 (lat:44.4, long:0.4) ()
Sensor66 (lat:46.4, long:3.2) ()
Sensor76 (lat:46.8, long:3.2) ()
Sensor77 (lat:46.8, long:3.9) ()
Sensor86 (lat:47.2, long:3.2) ()
Sensor87 (lat:47.2, long:3.9) ()
Sensor96 (lat:47.6, long:3.2) ()
Sensor97 (lat:47.6, long:3.9) ()
Measures for this area: 
2019-12-12 12:00:00 Sensor96 NO2 47.57
2019-12-12 12:00:00 Sensor96 SO2 30.23
2019-12-12 12:00:00 Sensor96 PM10 45.07
2019-12-13 12:00:00 Sensor96 O3 46.78
2019-12-13 12:00:00 Sensor96 NO2 55.92
2019-12-13 12:00:00 Sensor96 SO2 39.11
2019-12-13 12:00:00 Sensor96 PM10 43.7
2019-12-14 12:00:00 Sensor96 O3 63.44
2019-12-14 12:00:00 Sensor96 NO2 31.28
2019-12-14 12:00:00 Sensor96 SO2 44.13
2019-12-14 12:00:00 Sensor96 PM10 42.61
2019-12-15 12:00:00 Sensor96 O3 44.62
2019-12-15 12:00:00 Sensor96 NO2 38.11
2019-12-15 12:00:00 Sensor96 SO2 39.6
2019-12-15 12:00:00 Sensor96 PM10 49.38
2019-12-16 12:00:00 Sensor96 O3 68.81
2019-12-16 12:00:00 Sensor96 NO2 46.42
2019-12-16 12:00:00 Sensor96 SO2 45.91
2019-12-16 12:00:00 Sensor96 PM10 55.58
2019-12-17 12:00:00 Sensor96 O3 64.87
2019-12-17 12:00:00 Sensor96 NO2 70.65
2019-12-17 12:00:00 Sensor96 SO2 54.56
2019-12-17 12:00:00 Sensor96 PM10 49.61
2019-12-18 12:00:00 Sensor96 O3 54.36
2019-12-18 12:00:00 Sensor96 NO2 44.25
2019-12-18 12:00:00 Sensor96 SO2 36.97
2019-12-18 12:00:00 Sensor96 PM10 52.31
2019-12-19 12:00:00 Sensor96 O3 48.47
2019-12-19 12:00:00 Sensor96 NO2 66.09
2019-12-19 12:00:00 Sensor96 SO2 53.08
2019-12-19 12:00:00 Sensor96 PM10 59.24
2019-12-20 12:00:00 Sensor96 O3 42.62
2019-12-20 12:00:00 Sensor96 NO2 57.07
2019-12-20 12:00:00 Sensor96 SO2 45.82
2019-12-20 12:00:00 Sensor96 PM10 44.88
2019-12-21 12:00:00 Sensor96 O3 48.84
2019-12-21 12:00:00 Sensor96 NO2 50.74
2019-12-21 12:00:00 Sensor96 SO2 46.42
2019-12-21 12:00:00 Sensor96 PM10 51.6
2019-12-22 12:00:00 Sensor96 O3 29.3
2019-12-22 12:00:00 Sensor96 NO2 49.87
2019-12-22 12:00:00 Sensor96 SO2 50.41
2019-12-22 12:00:00 Sensor96 PM10 55.64
2019-12-23 12:00:00 Sensor96 O3 59.74
2019-12-23 12:00:00 Sensor96 NO2 46.62
2019-12-23 12:00:00 Sensor96 SO2 56.31
2019-12-23 12:00:00 Sensor96 PM10 49.57
2019-12-24 12:00:00 Sensor96 O3 47.14
2019-12-24 12:00:00 Sensor96 NO2 48.66
2019-12-24 12:00:00 Sensor96 SO2 41.1
2019-12-24 12:00:00 Sensor96 PM10 35.73
2019-12-25 12:00:00 Sensor96 O3 36.46
2019-12-25 12:00:00 Sensor96 NO2 62.29
2019-12-25 12:00:00 Sensor96 SO2 39.17
2019-12-25 12:00:00 Sensor96 PM10 53.5
2019-12-26 12:00:00 Sensor96 O3 53.45
2019-12-26 12:00:00 Sensor96 NO2 44.58
2019-12-26 12:00:00 Sensor96 SO2 43.25
2019-12-26 12:00:00 Sensor96 PM10 30.09
2019-12-27 12:00:00 Sensor96 O3 57
2019-12-27 12:00:00 Sensor96 NO2 30.58
2019-12-27 12:00:00 Sensor96 SO2 55.09
2019-12-27 12:00:00 Sensor96 PM10 52.01
2019-12-28 12:00:00 Sensor96 O3 54.79
2019-12-28 12:00:00 Sensor96 NO2 49.57
2019-12-28 12:00:00 Sensor96 SO2 49.8
2019-12-28 12:00:00 Sensor96 PM10 55.02
2019-12-29 12:00:00 Sensor96 O3 58.33
2019-12-29 12:00:00 Sensor96 NO2 44.03
2019-12-29 12:00:00 Sensor96 SO2 47.71
2019-12-29 12:00:00 Sensor96 PM10 67.98
2019-12-30 12:00:00 Sensor96 O3 49.6
2019-12-30 12:00:00 Sensor96 NO2 35.13
2019-12-30 12:00:00 Sensor96 SO2 42.21
2019-12-30 12:00:00 Sensor96 PM10 47.62
2019-12-31 12:00:00 Sensor96 O3 42.36
2019-12-31 12:00:00 Sensor96 NO2 47.98
2019-12-31 12:00:00 Sensor96 SO2 52.69
2019-12-31 12:00:00 Sensor96 PM10 44.82
2019-01-01 12:00:00 Sensor97 O3 47.68
2019-01-01 12:00:00 Sensor97 NO2 38.64
2019-01-01 12:00:00 Sensor97 SO2 48.28
2019-01-01 12:00:00 Sensor97 PM10 37.51
2019-01-02 12:00:00 Sensor97 O3 50.62
2019-01-02 12:00:00 Sensor97 NO2 41.08
2019-01-02 12:00:00 Sensor97 SO2 55.96
2019-01-02 12:00:00 Sensor97 PM10 61.39
2019-01-03 12:00:00 Sensor97 O3 34.36
2019-01-03 12:00:00 Sensor97 NO2 64.17
2019-01-03 12:00:00 Sensor97 SO2 56.52
2019-01-03 12:00:00 Sensor97 PM10 52.72
2019-01-04 12:00:00 Sensor97 O3 53.14
2019-01-04 12:00:00 Sensor97 NO2 68.57
2019-01-04 12:00:00 Sensor97 SO2 59.13
2019-01-04 12:00:00 Sensor97 PM10 41.79
2019-01-05 12:00:00 Sensor97 O3 46.17
2019-01-05 12:00:00 Sensor97 NO2 60.07
2019-01-05 12:00:00 Sensor97 SO2 35.72
2019-01-05 12:00:00 Sensor97 PM10 41.75
2019-01-06 12:00:00 Sensor97 O3 42.29
2019-01-06 12:00:00 Sensor97 NO2 46.97
2019-01-06 12:00:00 Sensor97 SO2 53.28
2019-01-06 12:00:00 Sensor97 PM10 45.75
2019-01-07 12:00:00 Sensor97 O3 51.88
2019-01-07 12:00:00 Sensor97 NO2 64.38
2019-01-07 12:00:00 Sensor97 SO2 33.08
2019-01-07 12:00:00 Sensor97 PM10 37.21
2019-01-08 12:00:00 Sensor97 O3 53.77
2019-01-08 12:00:00 Sensor97 NO2 56.97
2019-01-08 12:00:00 Sensor97 SO2 40.55
2019-01-08 12:00:00 Sensor97 PM10 33.62
2019-01-09 12:00:00 Sensor97 O3 36.14
2019-01-09 12:00:00 Sensor97 NO2 42.59
2019-01-09 12:00:00 Sensor97 SO2 54.47
2019-01-09 12:00:00 Sensor97 PM10 18.91
2019-01-10 12:00:00 Sensor97 O3 48.03
2019-01-10 12:00:00 Sensor97 NO2 55.45
2019-01-10 12:00:00 Sensor97 SO2 77
2019-01-10 12:00:00 Sensor97 PM10 48.38
2019-01-11 12:00:00 Sensor97 O3 65.15
2019-01-11 12:00:00 Sensor97 NO2 49.11
2019-01-11 12:00:00 Sensor97 SO2 31.91
2019-01-11 12:00:00 Sensor97 PM10 54.43
2019-01-12 12:00:00 Sensor97 O3 52.33
2019-01-12 12:00:00 Sensor97 NO2 37.18
2019-01-12 12:00:00 Sensor97 SO2 65.93
2019-01-12 12:00:00 Sensor97 PM10 31.8
2019-01-13 12:00:00 Sensor97 O3 62.56
2019-01-13 12:00:00 Sensor97 NO2 53.5
2019-01-13 12:00:00 Sensor97 SO2 53.75
2019-01-13 12:00:00 Sensor97 PM10 34
2019-01-14 12:00:00 Sensor97 O3 53.62
2019-01-14 12:00:00 Sensor97 NO2 75.38
2019-01-14 12:00:00 Sensor97 SO2 55.83
2019-01-14 12:00:00 Sensor97 PM10 39.39
2019-01-15 12:00:00 Sensor97 O3 51.29
2019-01-15 12:00:00 Sensor97 NO2 60.08
2019-01-15 12:00:00 Sensor97 SO2 38.76
2019-01-15 12:00:00 Sensor97 PM10 38.93
2019-01-16 12:00:00 Sensor97 O3 45.79
2019-01-16 12:00:00 Sensor97 NO2 61.8
2019-01-16 12:00:00 Sensor97 SO2 55.43
2019-01-16 12:00:00 Sensor97 PM10 41.65
2019-01-17 12:00:00 Sensor97 O3 29.29
2019-01-17 12:00:00 Sensor97 NO2 33.24
2019-01-17 12:00:00 Sensor97 SO2 52.38
2019-01-17 12:00:00 Sensor97 PM10 30
2019-01-18 12:00:00 Sensor97 O3 59.1
2019-01-18 12:00:00 Sensor97 NO2 27.9
2019-01-18 12:00:00 Sensor97 SO2 43.19
2019-01-18 12:00:00 Sensor97 PM10 54.24
2019-01-19 12:00:00 Sensor97 O3 46.21
2019-01-19 12:00:00 Sensor97 NO2 61.16
2019-01-19 12:00:00 Sensor97 SO2 57.07
2019-01-19 12:00:00 Sensor97 PM10 45.65
2019-01-20 12:00:00 Sensor97 O3 38.29
2019-01-20 12:00:00 Sensor97 NO2 63.28
2019-01-20 12:00:00 Sensor97 SO2 36.73
2019-01-20 12:00:00 Sensor97 PM10 49.45
2019-01-21 12:00:00 Sensor97 O3 49.96
2019-01-21 12:00:00 Sensor97 NO2 36.02
2019-01-21 12:00:00 Sensor97 SO2 51.02
2019-01-21 12:00:00 Sensor97 PM10 57.24
2019-01-22 12:00:00 Sensor97 O3 54.9
2019-01-22 12:00:00 Sensor97 NO2 63.39
2019-01-22 12:00:00 Sensor97 SO2 42.64
2019-01-22 12:00:00 Sensor97 PM10 67.54
2019-01-23 12:00:00 Sensor97 O3 25.69
2019-01-23 12:00:00 Sensor97 NO2 73.29
2019-01-23 12:00:00 Sensor97 SO2 51.05
2019-01-23 12:00:00 Sensor97 PM10 57.07
2019-01-24 12:00:00 Sensor97 O3 42.03
2019-01-24 12:00:00 Sensor97 NO2 48.69
2019-01-24 12:00:00 Sensor97 SO2 52.69
2019-01-24 12:00:00 Sensor97 PM10 50.04
2019-01-25 12:00:00 Sensor97 O3 37.33
2019-01-25 12:00:00 Sensor97 NO2 52.01
2019-01-25 12:00:00 Sensor97 SO2 47.63
2019-01-25 12:00:00 Sensor97 PM10 54.18
2019-01-26 12:00:00 Sensor97 O3 69.52
2019-01-26 12:00:00 Sensor97 NO2 40.04
2019-01-26 12:00:00 Sensor97 SO2 48.56
2019-01-26 12:00:00 Sensor97 PM10 49.37
2019-01-27 12:00:00 Sensor97 O3 55.3
2019-01-27 12:00:00 Sensor97 NO2 44.69
2019-01-27 12:00:00 Sensor97 SO2 49.78
2019-01-27 12:00:00 Sensor97 PM10 53.73
2019-01-28 12:00:00 Sensor97 O3 70.34
2019-01-28 12:00:00 Sensor97 NO2 47.6
2019-01-28 12:00:00 Sensor97 SO2 58.75
2019-01-28 12:00:00 Sensor97 PM10 50
2019-01-29 12:00:00 Sensor97 O3 55.53
2019-01-29 12:00:00 Sensor97 NO2 48.88
2019-01-29 12:00:00 Sensor97 SO2 56.84
2019-01-29 12:00:00 Sensor97 PM10 37.81
2019-01-30 12:00:00 Sensor97 O3 55.55
2019-01-30 12:00:00 Sensor97 NO2 45.68
2019-01-30 12:00:00 Sensor97 SO2 25.08
2019-01-30 12:00:00 Sensor97 PM10 32.28
2019-01-31 12:00:00 Sensor97 O3 37.76
2019-01-31 12:00:00 Sensor97 NO2 56.42
2019-01-31 12:00:00 Sensor97 SO2 49.75
2019-01-31 12:00:00 Sensor97 PM10 49.9
2019-02-01 12:00:00 Sensor97 O3 3.21
2019-02-01 12:00:00 Sensor97 NO2 3.1
2019-02-01 12:00:00 Sensor97 SO2 3.57
2019-02-01 12:00:00 Sensor97 PM10 2.85
2019-02-02 12:00:00 Sensor97 O3 3.02
2019-02-02 12:00:00 Sensor97 NO2 3.13
2019-02-02 12:00:00 Sensor97 SO2 3.11
2019-02-02 12:00:00 Sensor97 PM10 2.35
2019-02-03 12:00:00 Sensor97 O3 2.85
2019-02-03 12:00:00 Sensor97 NO2 2.55
2019-02-03 12:00:00 Sensor97 SO2 2.23
2019-02-03 12:00:00 Sensor97 PM10 4.63
2019-02-04 12:00:00 Sensor97 O3 3.09
2019-02-04 12:00:00 Sensor97 NO2 2.99
2019-02-04 12:00:00 Sensor97 SO2 2.75
2019-02-04 12:00:00 Sensor97 PM10 3.86
2019-02-05 12:00:00 Sensor97 O3 3.06
2019-02-05 12:00:00 Sensor97 NO2 2.98
2019-02-05 12:00:00 Sensor97 SO2 3.28
2019-02-05 12:00:00 Sensor97 PM10 3.83
2019-02-06 12:00:00 Sensor97 O3 3.47
2019-02-06 12:00:00 Sensor97 NO2 4.24
2019-02-06 12:00:00 Sensor97 SO2 2.5
2019-02-06 12:00:00 Sensor97 PM10 3.02
2019-02-07 12:00:00 Sensor97 O3 3.97
2019-02-07 12:00:00 Sensor97 NO2 3.23
2019-02-07 12:00:00 Sensor97 SO2 3.21
2019-02-07 12:00:00 Sensor97 PM10 3.28
2019-02-08 12:00:00 Sensor97 O3 2.8
2019-02-08 12:00:00 Sensor97 NO2 3.69
2019-02-08 12:00:00 Sensor97 SO2 3.38
2019-02-08 12:00:00 Sensor97 PM10 4.02
2019-02-09 12:00:00 Sensor97 O3 2.59
2019-02-09 12:00:00 Sensor97 NO2 3.04
2019-02-09 12:00:00 Sensor97 SO2 3.11
2019-02-09 12:00:00 Sensor97 PM10 1.9
2019-02-10 12:00:00 Sensor97 O3 2.94
2019-02-10 12:00:00 Sensor97 NO2 2.96
2019-02-10 12:00:00 Sensor97 SO2 2.66
2019-02-10 12:00:00 Sensor97 PM10 1.96
2019-02-11 12:00:00 Sensor97 O3 2.69
2019-02-11 12:00:00 Sensor97 NO2 2.55
2019-02-11 12:00:00 Sensor97 SO2 2.96
2019-02-11 12:00:00 Sensor97 PM10 3
2019-02-12 12:00:00 Sensor97 O3 3.65
2019-02-12 12:00:00 Sensor97 NO2 2.61
2019-02-12 12:00:00 Sensor97 SO2 3.02
2019-02-12 12:00:00 Sensor97 PM10 3.19
2019-02-13 12:00:00 Sensor97 O3 2.78
2019-02-13 12:00:00 Sensor97 NO2 3.29
2019-02-13 12:00:00 Sensor97 SO2 3.54
2019-02-13 12:00:00 Sensor97 PM10 3.9
2019-02-14 12:00:00 Sensor97 O3 3.13
2019-02-14 12:00:00 Sensor97 NO2 3.21
2019-02-14 12:00:00 Sensor97 SO2 3.29
2019-02-14 12:00:00 Sensor97 PM10 2.91
2019-02-15 12:00:00 Sensor97 O3 3.26
2019-02-15 12:00:00 Sensor97 NO2 2.65
2019-02-15 12:00:00 Sensor97 SO2 3.66
2019-02-15 12:00:00 Sensor97 PM10 2.14
2019-02-16 12:00:00 Sensor97 O3 2.82
2019-02-16 12:00:00 Sensor97 NO2 2.48
2019-02-16 12:00:00 Sensor97 SO2 2.12
2019-02-16 12:00:00 Sensor97 PM10 4.12
2019-02-17 12:00:00 Sensor97 O3 2.57
2019-02-17 12:00:00 Sensor97 NO2 1.43
2019-02-17 12:00:00 Sensor97 SO2 3.68
2019-02-17 12:00:00 Sensor97 PM10 2.27
2019-02-18 12:00:00 Sensor97 O3 3.35
2019-02-18 12:00:00 Sensor97 NO2 3.05
2019-02-18 12:00:00 Sensor97 SO2 2.83
2019-02-18 12:00:00 Sensor97 PM10 3.15
2019-02-19 12:00:00 Sensor97 O3 3.76
2019-02-19 12:00:00 Sensor97 NO2 3.49
2019-02-19 12:00:00 Sensor97 SO2 3.45
2019-02-19 12:00:00 Sensor97 PM10 1.65
2019-02-20 12:00:00 Sensor97 O3 3.72
2019-02-20 12:00:00 Sensor97 NO2 3.22
2019-02-20 12:00:00 Sensor97 SO2 2.86
2019-02-20 12:00:00 Sensor97 PM10 2.69
2019-02-21 12:00:00 Sensor97 O3 2.55
2019-02-21 12:00:00 Sensor97 NO2 3.65
2019-02-21 12:00:00 Sensor97 SO2 4.27
2019-02-21 12:00:00 Sensor97 PM10 3.71
2019-02-22 12:00:00 Sensor97 O3 2.51
2019-02-22 12:00:00 Sensor97 NO2 2.91
2019-02-22 12:00:00 Sensor97 SO2 3.41
2019-02-22 12:00:00 Sensor97 PM10 2.54
2019-02-23 12:00:00 Sensor97 O3 3.46
2019-02-23 12:00:00 Sensor97 NO2 3.19
2019-02-23 12:00:00 Sensor97 SO2 4.08
2019-02-23 12:00:00 Sensor97 PM10 3.67
2019-02-24 12:00:00 Sensor97 O3 2.35
2019-02-24 12:00:00 Sensor97 NO2 2.6
2019-02-24 12:00:00 Sensor97 SO2 3.64
2019-02-24 12:00:00 Sensor97 PM10 2.2
2019-02-25 12:00:00 Sensor97 O3 4.01
2019-02-25 12:00:00 Sensor97 NO2 3.32
2019-02-25 12:00:00 Sensor97 SO2 3.28
2019-02-25 12:00:00 Sensor97 PM10 2.15
2019-02-26 12:00:00 Sensor97 O3 3.61
2019-02-26 12:00:00 Sensor97 NO2 2.41
2019-02-26 12:00:00 Sensor97 SO2 3.17
2019-02-26 12:00:00 Sensor97 PM10 3.05
2019-02-27 12:00:00 Sensor97 O3 3.81
2019-02-27 12:00:00 Sensor97 NO2 2.43
2019-02-27 12:00:00 Sensor97 SO2 2.53
2019-02-27 12:00:00 Sensor97 PM10 3.04
2019-02-28 12:00:00 Sensor97 O3 2.17
2019-02-28 12:00:00 Sensor97 NO2 1.95
2019-02-28 12:00:00 Sensor97 SO2 2.91
2019-02-28 12:00:00 Sensor97 PM10 3.1
2019-03-01 12:00:00 Sensor97 O3 36.28
2019-03-01 12:00:00 Sensor97 NO2 39.29
2019-03-01 12:00:00 Sensor97 SO2 49.83
2019-03-01 12:00:00 Sensor97 PM10 47.08
2019-03-02 12:00:00 Sensor97 O3 42.92
2019-03-02 12:00:00 Sensor97 NO2 66.43
2019-03-02 12:00:00 Sensor97 SO2 78
2019-03-02 12:00:00 Sensor97 PM10 46.4
2019-03-03 12:00:00 Sensor97 O3 66.74
2019-03-03 12:00:00 Sensor97 NO2 63.72
2019-03-03 12:00:00 Sensor97 SO2 39.62
2019-03-03 12:00:00 Sensor97 PM10 46.63
2019-03-04 12:00:00 Sensor97 O3 45.37
2019-03-04 12:00:00 Sensor97 NO2 42.26
2019-03-04 12:00:00 Sensor97 SO2 59.41
2019-03-04 12:00:00 Sensor97 PM10 55.75
2019-03-05 12:00:00 Sensor97 O3 60.06
2019-03-05 12:00:00 Sensor97 NO2 53.44
2019-03-05 12:00:00 Sensor97 SO2 30.57
2019-03-05 12:00:00 Sensor97 PM10 55.11
2019-03-06 12:00:00 Sensor97 O3 56.77
2019-03-06 12:00:00 Sensor97 NO2 51.43
2019-03-06 12:00:00 Sensor97 SO2 47.23
2019-03-06 12:00:00 Sensor97 PM10 60.91
2019-03-07 12:00:00 Sensor97 O3 53.66
2019-03-07 12:00:00 Sensor97 NO2 48.63
2019-03-07 12:00:00 Sensor97 SO2 48.14
2019-03-07 12:00:00 Sensor97 PM10 57.2
2019-03-08 12:00:00 Sensor97 O3 69.46
2019-03-08 12:00:00 Sensor97 NO2 51.56
2019-03-08 12:00:00 Sensor97 SO2 47.09
2019-03-08 12:00:00 Sensor97 PM10 64.37
2019-03-09 12:00:00 Sensor97 O3 50.8
2019-03-09 12:00:00 Sensor97 NO2 52.58
2019-03-09 12:00:00 Sensor97 SO2 48.72
2019-03-09 12:00:00 Sensor97 PM10 51.69
2019-03-10 12:00:00 Sensor97 O3 32.27
2019-03-10 12:00:00 Sensor97 NO2 49.86
2019-03-10 12:00:00 Sensor97 SO2 44.45
2019-03-10 12:00:00 Sensor97 PM10 56.44
2019-03-11 12:00:00 Sensor97 O3 36.6
2019-03-11 12:00:00 Sensor97 NO2 52.34
2019-03-11 12:00:00 Sensor97 SO2 36.15
2019-03-11 12:00:00 Sensor97 PM10 50.69
2019-03-12 12:00:00 Sensor97 O3 60.5
2019-03-12 12:00:00 Sensor97 NO2 66.24
2019-03-12 12:00:00 Sensor97 SO2 46.85
2019-03-12 12:00:00 Sensor97 PM10 67.42
2019-03-13 12:00:00 Sensor97 O3 46.94
2019-03-13 12:00:00 Sensor97 NO2 44.65
2019-03-13 12:00:00 Sensor97 SO2 38.5
2019-03-13 12:00:00 Sensor97 PM10 53.93
2019-03-14 12:00:00 Sensor97 O3 49.61
2019-03-14 12:00:00 Sensor97 NO2 46.55
2019-03-14 12:00:00 Sensor97 SO2 51.2
2019-03-14 12:00:00 Sensor97 PM10 58.34
2019-03-15 12:00:00 Sensor97 O3 49.74
2019-03-15 12:00:00 Sensor97 NO2 48.52
2019-03-15 12:00:00 Sensor97 SO2 55.61
2019-03-15 12:00:00 Sensor97 PM10 56.21
2019-03-16 12:00:00 Sensor97 O3 47.02
2019-03-16 12:00:00 Sensor97 NO2 42.3
2019-03-16 12:00:00 Sensor97 SO2 55.11
2019-03-16 12:00:00 Sensor97 PM10 52.71
2019-03-17 12:00:00 Sensor97 O3 46.63
2019-03-17 12:00:00 Sensor97 NO2 49.32
2019-03-17 12:00:00 Sensor97 SO2 53.5
2019-03-17 12:00:00 Sensor97 PM10 41.51
2019-03-18 12:00:00 Sensor97 O3 52.71
2019-03-18 12:00:00 Sensor97 NO2 44.11
2019-03-18 12:00:00 Sensor97 SO2 64.32
2019-03-18 12:00:00 Sensor97 PM10 61.24
2019-03-19 12:00:00 Sensor97 O3 55.09
2019-03-19 12:00:00 Sensor97 NO2 33.69
2019-03-19 12:00:00 Sensor97 SO2 58.9
2019-03-19 12:00:00 Sensor97 PM10 42.89
2019-03-20 12:00:00 Sensor97 O3 50.53
2019-03-20 12:00:00 Sensor97 NO2 46.59
2019-03-20 12:00:00 Sensor97 SO2 34.92
2019-03-20 12:00:00 Sensor97 PM10 33.59
2019-03-21 12:00:00 Sensor97 O3 52.26
2019-03-21 12:00:00 Sensor97 NO2 42.18
2019-03-21 12:00:00 Sensor97 SO2 44.6
2019-03-21 12:00:00 Sensor97 PM10 66.87
2019-03-22 12:00:00 Sensor97 O3 39.45
2019-03-22 12:00:00 Sensor97 NO2 56.4
2019-03-22 12:00:00 Sensor97 SO2 35.06
2019-03-22 12:00:00 Sensor97 PM10 30.34
2019-03-23 12:00:00 Sensor97 O3 56.82
2019-03-23 12:00:00 Sensor97 NO2 51.87
2019-03-23 12:00:00 Sensor97 SO2 69.37
2019-03-23 12:00:00 Sensor97 PM10 56.46
2019-03-24 12:00:00 Sensor97 O3 60.78
2019-03-24 12:00:00 Sensor97 NO2 42.5
2019-03-24 12:00:00 Sensor97 SO2 63.97
2019-03-24 12:00:00 Sensor97 PM10 63.09
2019-03-25 12:00:00 Sensor97 O3 27.22
2019-03-25 12:00:00 Sensor97 NO2 61.92
2019-03-25 12:00:00 Sensor97 SO2 67.63
2019-03-25 12:00:00 Sensor97 PM10 60.47
2019-03-26 12:00:00 Sensor97 O3 48.71
2019-03-26 12:00:00 Sensor97 NO2 73.53
2019-03-26 12:00:00 Sensor97 SO2 52.83
2019-03-26 12:00:00 Sensor97 PM10 47.66
2019-03-27 12:00:00 Sensor97 O3 36.3
2019-03-27 12:00:00 Sensor97 NO2 44.11
2019-03-27 12:00:00 Sensor97 SO2 54.65
2019-03-27 12:00:00 Sensor97 PM10 40.24
2019-03-28 12:00:00 Sensor97 O3 59.93
2019-03-28 12:00:00 Sensor97 NO2 44.45
2019-03-28 12:00:00 Sensor97 SO2 56.78
2019-03-28 12:00:00 Sensor97 PM10 61.3
2019-03-29 12:00:00 Sensor97 O3 47.71
2019-03-29 12:00:00 Sensor97 NO2 60.14
2019-03-29 12:00:00 Sensor97 SO2 66.32
2019-03-29 12:00:00 Sensor97 PM10 50.89
2019-03-30 12:00:00 Sensor97 O3 52.92
2019-03-30 12:00:00 Sensor97 NO2 65.46
2019-03-30 12:00:00 Sensor97 SO2 43.04
2019-03-30 12:00:00 Sensor97 PM10 47.56
2019-03-31 12:00:00 Sensor97 O3 48.93
2019-03-31 12:00:00 Sensor97 NO2 40.28
2019-03-31 12:00:00 Sensor97 SO2 42.56
2019-03-31 12:00:00 Sensor97 PM10 52.3
2019-04-01 12:00:00 Sensor97 O3 57.39
2019-04-01 12:00:00 Sensor97 NO2 54.43
2019-04-01 12:00:00 Sensor97 SO2 66.07
2019-04-01 12:00:00 Sensor97 PM10 45.54
2019-04-02 12:00:00 Sensor97 O3 57.35
2019-04-02 12:00:00 Sensor97 NO2 67.24
2019-04-02 12:00:00 Sensor97 SO2 46.72
2019-04-02 12:00:00 Sensor97 PM10 34.48
2019-04-03 12:00:00 Sensor97 O3 38.15
2019-04-03 12:00:00 Sensor97 NO2 39.85
2019-04-03 12:00:00 Sensor97 SO2 45.71
2019-04-03 12:00:00 Sensor97 PM10 43.05
2019-04-04 12:00:00 Sensor97 O3 47.18
2019-04-04 12:00:00 Sensor97 NO2 51.96
2019-04-04 12:00:00 Sensor97 SO2 61.65
2019-04-04 12:00:00 Sensor97 PM10 47.62
2019-04-05 12:00:00 Sensor97 O3 56.63
2019-04-05 12:00:00 Sensor97 NO2 38.48
2019-04-05 12:00:00 Sensor97 SO2 61.25
2019-04-05 12:00:00 Sensor97 PM10 70.98
2019-04-06 12:00:00 Sensor97 O3 55.54
2019-04-06 12:00:00 Sensor97 NO2 50.32
2019-04-06 12:00:00 Sensor97 SO2 61.52
2019-04-06 12:00:00 Sensor97 PM10 54.19
2019-04-07 12:00:00 Sensor97 O3 56.58
2019-04-07 12:00:00 Sensor97 NO2 47.68
2019-04-07 12:00:00 Sensor97 SO2 50.75
2019-04-07 12:00:00 Sensor97 PM10 39.73
2019-04-08 12:00:00 Sensor97 O3 55.45
2019-04-08 12:00:00 Sensor97 NO2 73.71
2019-04-08 12:00:00 Sensor97 SO2 61.23
2019-04-08 12:00:00 Sensor97 PM10 50.16
2019-04-09 12:00:00 Sensor97 O3 44.75
2019-04-09 12:00:00 Sensor97 NO2 58.32
2019-04-09 12:00:00 Sensor97 SO2 29.59
2019-04-09 12:00:00 Sensor97 PM10 62.89
2019-04-10 12:00:00 Sensor97 O3 59.17
2019-04-10 12:00:00 Sensor97 NO2 31.96
2019-04-10 12:00:00 Sensor97 SO2 32.61
2019-04-10 12:00:00 Sensor97 PM10 44.16
2019-04-11 12:00:00 Sensor97 O3 58.3
2019-04-11 12:00:00 Sensor97 NO2 36.06
2019-04-11 12:00:00 Sensor97 SO2 36.69
2019-04-11 12:00:00 Sensor97 PM10 64.63
2019-04-12 12:00:00 Sensor97 O3 59.17
2019-04-12 12:00:00 Sensor97 NO2 59.38
2019-04-12 12:00:00 Sensor97 SO2 36.66
2019-04-12 12:00:00 Sensor97 PM10 39.45
2019-04-13 12:00:00 Sensor97 O3 61.88
2019-04-13 12:00:00 Sensor97 NO2 63.07
2019-04-13 12:00:00 Sensor97 SO2 57.96
2019-04-13 12:00:00 Sensor97 PM10 30.94
2019-04-14 12:00:00 Sensor97 O3 35.88
2019-04-14 12:00:00 Sensor97 NO2 50.17
2019-04-14 12:00:00 Sensor97 SO2 50.8
2019-04-14 12:00:00 Sensor97 PM10 58.6
2019-04-15 12:00:00 Sensor97 O3 71.4
2019-04-15 12:00:00 Sensor97 NO2 48.94
2019-04-15 12:00:00 Sensor97 SO2 53.19
2019-04-15 12:00:00 Sensor97 PM10 63.49
2019-04-16 12:00:00 Sensor97 O3 45.95
2019-04-16 12:00:00 Sensor97 NO2 30.71
2019-04-16 12:00:00 Sensor97 SO2 37.8
2019-04-16 12:00:00 Sensor97 PM10 50.46
2019-04-17 12:00:00 Sensor97 O3 58.55
2019-04-17 12:00:00 Sensor97 NO2 43.55
2019-04-17 12:00:00 Sensor97 SO2 59.01
2019-04-17 12:00:00 Sensor97 PM10 39.37
2019-04-18 12:00:00 Sensor97 O3 62.4
2019-04-18 12:00:00 Sensor97 NO2 46.38
2019-04-18 12:00:00 Sensor97 SO2 37.47
2019-04-18 12:00:00 Sensor97 PM10 52.44
2019-04-19 12:00:00 Sensor97 O3 63.71
2019-04-19 12:00:00 Sensor97 NO2 58.23
